article,source,status,resolved_path
data/processed/整理后的分享文章/2023-09-17-提摩太后书-3-16-17-如何明辨神的声音-以圣经作为可靠准则.md,data/raw/分享/如何明辨神的声音.docx,missing,data/raw/分享/如何明辨神的声音.docx
data/processed/整理后的分享文章/2023-10-15-约翰福音-3-3-8-重生的真义-从圣灵而生的新生命.md,data/raw/分享/重生的真义.docx,missing,data/raw/分享/重生的真义.docx
data/processed/整理后的分享文章/2023-11-11-哥林多后书-12-7-10-神的能力在人的软弱上显得完全.md,data/raw/分享/神完全的能力.docx,missing,data/raw/分享/神完全的能力.docx
data/processed/整理后的分享文章/2023-12-10-但以理书-3-1-30-烈火窑中的信心-神同在就是充分的奖赏.md,data/raw/分享/神充分的奖赏.docx,missing,data/raw/分享/神充分的奖赏.docx
data/processed/整理后的分享文章/2023-12-30-路加福音-14-25-33-作基督门徒的条件-计算跟随主的代价.md,data/raw/分享/基督门徒的条件.docx,missing,data/raw/分享/基督门徒的条件.docx
data/processed/整理后的分享文章/2024-01-20-雅各书-2-14-26-信心与行为-活的信心必结出果子.md,data/raw/分享/信心.docx,missing,data/raw/分享/信心.docx
data/processed/整理后的分享文章/2024-02-12-以弗所书-2-8-9-恩典-白白得来的救恩.md,data/raw/分享/恩典.docx,missing,data/raw/分享/恩典.docx
data/processed/整理后的分享文章/2024-03-16-马太福音-4-17-耶稣对天国的教训.md,data/raw/分享/耶稣对天国的教训.docx,missing,data/raw/分享/耶稣对天国的教训.docx
data/processed/整理后的分享文章/2024-04-13-哥林多前书-8-1-3-惟有爱心能造就人.md,data/raw/分享/惟有爱心能造就人.docx,missing,data/raw/分享/惟有爱心能造就人.docx
data/processed/整理后的分享文章/2024-05-24-罗马书-12-14-18-与人和睦-以祝福和善意回应冲突.md,data/raw/分享/和睦相处荣耀神.docx,missing,data/raw/分享/和睦相处荣耀神.docx
data/processed/整理后的分享文章/2024-05-24-雅各书-1-1-4-在百般试炼中坚定信心.md,data/raw/分享/百般试炼更坚信.docx,missing,data/raw/分享/百般试炼更坚信.docx
data/processed/整理后的分享文章/2024-06-16-罗马书-12-19-21-以善胜恶-把伸冤的主权交给神.md,data/raw/分享/以善胜恶顺服神.docx,missing,data/raw/分享/以善胜恶顺服神.docx
data/processed/整理后的分享文章/2024-07-13-罗马书-11-16-24-不可向旧枝夸口-在神的恩慈与严厉中警醒.md,data/raw/分享/神阻挡骄傲的人.docx,missing,data/raw/分享/神阻挡骄傲的人.docx
data/processed/整理后的分享文章/2024-08-10-罗马书-1-11-12-承载恩典-在共同信心中彼此坚固.md,data/raw/分享/承载恩典.docx,missing,data/raw/分享/承载恩典.docx
data/processed/整理后的分享文章/2024-09-15-罗马书-1-1-耶稣基督的仆人.md,data/raw/分享/耶稣基督的仆人.docx,missing,data/raw/分享/耶稣基督的仆人.docx
data/processed/整理后的分享文章/2024-10-12-罗马书-13-8-10-爱成全律法.md,data/raw/分享/爱成全律法 经文：罗 13：8-10.docx,missing,data/raw/分享/爱成全律法 经文：罗 13：8-10.docx
data/processed/整理后的分享文章/2024-11-09-罗马书-3-9-20-人的罪恶.md,"data/raw/分享/人的罪恶 经文：罗3,9-20.docx",missing,"data/raw/分享/人的罪恶 经文：罗3,9-20.docx"
data/processed/整理后的分享文章/2024-12-07-罗马书-14-7-8-为主而活-无论生死都是属主的人.md,data/raw/分享/为主而活 罗十四７，８.docx,missing,data/raw/分享/为主而活 罗十四７，８.docx
data/processed/整理后的分享文章/2024-12-14-彼得前书-1-18-2-3-从重生走向成长-渴慕纯净的灵奶.md,data/raw/分享/从重生而成长.docx,missing,data/raw/分享/从重生而成长.docx
data/processed/整理后的分享文章/2025-01-04-希伯来书-11-27-以神为乐.md,data/raw/分享/以神为乐 罗5：1-10.docx,missing,data/raw/分享/以神为乐 罗5：1-10.docx
data/processed/整理后的分享文章/2025-02-08-罗马书-8-1-17-活出生命色彩的秘诀.md,data/raw/分享/活出生命色彩的秘诀 罗8：1-17.docx,missing,data/raw/分享/活出生命色彩的秘诀 罗8：1-17.docx
data/processed/整理后的分享文章/2025-03-08-罗马书-12-1-2-献为活祭.md,data/raw/分享/献为活祭 圣经：罗马书12：1－2.docx,missing,data/raw/分享/献为活祭 圣经：罗马书12：1－2.docx
data/processed/整理后的分享文章/2025-03-29-罗马书-8-18-30-得荣耀.md,data/raw/分享/得荣耀 罗马书8：18-30.docx,missing,data/raw/分享/得荣耀 罗马书8：18-30.docx
data/processed/整理后的分享文章/2025-04-26-马太福音-20-1-10-上帝公平吗.md,data/raw/分享/上帝公平吗　罗9：14-24.docx,missing,data/raw/分享/上帝公平吗　罗9：14-24.docx
data/processed/整理后的分享文章/2025-05-17-罗马书-8-27-明白神的旨意-罗8-27.md,data/raw/分享/明白神的旨意（罗8：27）.docx,missing,data/raw/分享/明白神的旨意（罗8：27）.docx
data/processed/整理后的分享文章/2025-05-24-诗篇-32-1-11-悔改的操练-在认罪与赦免中经历神.md,data/raw/分享/诗 32 悔改的操练.docx,missing,data/raw/分享/诗 32 悔改的操练.docx
data/processed/整理后的分享文章/2025-06-06-罗马书-14-1-12-不可论断.md,data/raw/分享/不可论断　罗14：1-12.docx,missing,data/raw/分享/不可论断　罗14：1-12.docx
data/processed/整理后的分享文章/2025-06-21-罗马书-8-31-得胜有余基督里.md,data/raw/分享/得胜有余基督里　罗8：31-39.docx,missing,data/raw/分享/得胜有余基督里　罗8：31-39.docx
data/processed/整理后的分享文章/2025-08-02-约翰福音-8-1-11-去吧-从此不要再犯罪-恩典与圣洁的生命.md,data/raw/分享/33为什么耶稣告诉人们“去吧，从此不要再犯罪了”？.docx,missing,data/raw/分享/33为什么耶稣告诉人们“去吧，从此不要再犯罪了”？.docx
data/processed/整理后的分享文章/2025-08-02-路加福音-16-19-31-马太福音-7-24-27-建在永恒根基上的生命-从两则比喻学习属灵智慧.md,data/raw/分享/47建在永恒根基上的生命——从两则比喻看属灵智慧.docx,missing,data/raw/分享/47建在永恒根基上的生命——从两则比喻看属灵智慧.docx
data/processed/整理后的分享文章/2025-08-09-罗马书-8-28等-三段常被误解的经文-在语境中理解神的应许.md,data/raw/分享/43三段被误解的圣经经文，以及神真正的应许.docx,missing,data/raw/分享/43三段被误解的圣经经文，以及神真正的应许.docx
data/processed/整理后的分享文章/2025-08-30-约翰福音-8-1-11-耶稣为何在地上写字-恩典、审判与悔改.md,data/raw/分享/85耶稣为何在地上写字.docx,missing,data/raw/分享/85耶稣为何在地上写字.docx
data/processed/整理后的分享文章/2025-09-27-马太福音-6-9-13-主祷文-从天父关系理解祷告.md,data/raw/分享/114主祷文的奥秘.docx,missing,data/raw/分享/114主祷文的奥秘.docx
data/processed/整理后的分享文章/2025-10-25-马太福音-7-13-14-两条道路-选择通往生命的窄路.md,data/raw/分享/86人生只有两条路.docx,missing,data/raw/分享/86人生只有两条路.docx
data/processed/整理后的分享文章/2025-11-01-诗篇-23-1-马太福音-6-9-13-大卫与耶稣的祷告-学习信靠、敬拜与亲近神.md,data/raw/分享/77大卫和耶稣的祷告.docx,missing,data/raw/分享/77大卫和耶稣的祷告.docx
data/processed/整理后的分享文章/2025-11-29-马太福音-15-21-28-迦南妇人的信心-理解儿女与小狗的比喻.md,data/raw/分享/88耶稣为何说她是狗.docx,missing,data/raw/分享/88耶稣为何说她是狗.docx
data/processed/整理后的分享文章/2025-12-26-哥林多后书-12-7-10-保罗身上的刺-在软弱中经历够用的恩典.md,data/raw/分享/82保罗的刺.docx,missing,data/raw/分享/82保罗的刺.docx
data/processed/整理后的分享文章/2026-01-24-创世记-14-13-32-28-希伯来人、以色列人与犹太人-名称与历史脉络.md,data/raw/分享/87希伯来人，以色列人和犹太人.docx,missing,data/raw/分享/87希伯来人，以色列人和犹太人.docx
data/processed/整理后的分享文章/2026-02-21-路加福音-15-25-32-大儿子的比喻-隐藏在顺服外表下的疏离.md,data/raw/分享/92大儿子的比喻.docx,missing,data/raw/分享/92大儿子的比喻.docx
data/processed/整理后的分享文章/2026-03-21-马太福音-25-1-13-十个童女的比喻-警醒预备等候主.md,data/raw/分享/84聪明的童女.docx,missing,data/raw/分享/84聪明的童女.docx
data/processed/整理后的分享文章/2026-03-28-创世记-32-22-32-雅各与神摔跤-从抓取到降服的生命转变.md,data/raw/分享/88雅各.docx,missing,data/raw/分享/88雅各.docx
data/processed/整理后的分享文章/2026-04-05-创世记-48-13-20-雅各交叉双手祝福-神的主权超越人的次序.md,data/raw/分享/99雅各交叉双手.docx,missing,data/raw/分享/99雅各交叉双手.docx
data/processed/整理后的分享文章/2026-05-23-创世记-6-1-4-约伯记-1-6-但以理书-7-13-14-神的众子、神的儿子与人子-三个称号的含义.md,data/raw/分享/91神的儿子，神的儿子们，人子.docx,missing,data/raw/分享/91神的儿子，神的儿子们，人子.docx
data/processed/整理后的分享文章/2026-06-05-箴言-30-1-9-不贫穷也不富足-亚古珥关于知足的祷告.md,data/raw/分享/100不贫穷也不富足.docx,missing,data/raw/分享/100不贫穷也不富足.docx
data/processed/整理后的分享文章/2026-06-11-以弗所书-6-11-魔鬼的诡计-如何识别并抵挡属灵欺骗.md,data/raw/分享/圣经所说的“魔鬼的诡计”是什么意思？.txt,missing,data/raw/分享/圣经所说的“魔鬼的诡计”是什么意思？.txt
data/processed/整理后的分享文章/2026-06-11-帖撒罗尼迦前书-2-13-神的话如何在信徒里面运行.md,data/raw/分享/神的话语如何在信徒里面运行？.txt,missing,data/raw/分享/神的话语如何在信徒里面运行？.txt
data/processed/整理后的分享文章/2026-06-11-马太福音-16-24-背起自己的十字架-舍己并跟随耶稣.md,data/raw/分享/耶稣叫我们“背起自己的十字架”到底是什么意思？.md,missing,data/raw/分享/耶稣叫我们“背起自己的十字架”到底是什么意思？.md
data/processed/整理后的分享文章/2026-06-14-马太福音-13-24-30-麦子和稗子的比喻-等候神最终的审判.md,data/raw/分享/圣经中麦子和稗子的意义是什么？.txt,missing,data/raw/分享/圣经中麦子和稗子的意义是什么？.txt
data/processed/整理后的分享文章/2026-06-27-以弗所书-28-9耶稣为什么行神迹.md,,no_source,
data/processed/整理后的分享文章/2026-06-30-acts-26-14-kick-against-the-goads.md,data/raw/分享/NEEDS_METADATA_unknown-date_What Does 'Kick against the Goads' Mean in the Bible_中文.txt,missing,data/raw/分享/NEEDS_METADATA_unknown-date_What Does 'Kick against the Goads' Mean in the Bible_中文.txt
data/processed/整理后的分享文章/2026-07-11-马太福音-22-没穿礼服被惩罚.md,data/raw/分享/没穿礼服被惩罚.docx,ok,data/raw/分享/没穿礼服被惩罚.docx
data/processed/整理后的分享文章/2026-07-12-列王纪上-17-1-24-以利亚与撒勒法寡妇-信靠神的供应.md,data/raw/分享/列王纪上17_以利亚与撒勒法寡妇_信靠神的供应.txt,ok,data/raw/分享/列王纪上17_以利亚与撒勒法寡妇_信靠神的供应.txt
data/processed/整理后的分享文章/2026-07-15-马太福音-5-21-22-为什么今天的基督徒不遵守利未律法.md,data/raw/分享/为什么今天的基督徒不遵守利未律法.txt,ok,data/raw/分享/为什么今天的基督徒不遵守利未律法.txt
data/processed/整理后的分享文章/2026-07-18-创世记-4-1-24-该隐与挪得之地-流离、罪的延续与救赎的盼望.md,data/raw/分享/创世记4_该隐与挪得之地_流离与救赎.txt,ok,data/raw/分享/创世记4_该隐与挪得之地_流离与救赎.txt
data/processed/整理后的分享文章/2026-07-21-colossians-3-2-six-heavenly-things.md,data/raw/分享/2026-07-21-歌罗西书3章2节-思想当专注的六件属天之事_中文.txt,ok,data/raw/分享/2026-07-21-歌罗西书3章2节-思想当专注的六件属天之事_中文.txt
data/processed/整理后的分享文章/2026-07-21-old-testament-younger-over-elder.md,data/raw/分享/2026-07-21-old-testament-younger-over-elder_中文.txt,ok,data/raw/分享/2026-07-21-old-testament-younger-over-elder_中文.txt
data/processed/整理后的分享文章/2026-07-21-使徒行传-17-1-9-帖撒罗尼迦-在逼迫中持守福音的教会.md,data/raw/分享/20260721_使徒行传17章1-9节_帖撒罗尼迦在逼迫中持守福音的教会_JoelRyan_中文.txt,ok,data/raw/分享/20260721_使徒行传17章1-9节_帖撒罗尼迦在逼迫中持守福音的教会_JoelRyan_中文.txt
data/processed/整理后的分享文章/2026-07-21-帖撒罗尼迦前书-4-16-在基督里死了的人必先复活是什么意思.md,data/raw/分享/20260721_帖撒罗尼迦前书4章16节_在基督里死了的人必先复活_Ronnie_中文.txt,ok,data/raw/分享/20260721_帖撒罗尼迦前书4章16节_在基督里死了的人必先复活_Ronnie_中文.txt
data/processed/整理后的分享文章/2026-07-21-帖撒罗尼迦前书-5-17-不住地祷告是什么意思.md,data/raw/分享/20260721_帖撒罗尼迦前书5章17节_不住地祷告是什么意思_Ronnie_中文.txt,ok,data/raw/分享/20260721_帖撒罗尼迦前书5章17节_不住地祷告是什么意思_Ronnie_中文.txt
data/processed/整理后的分享文章/2026-07-22-诗篇-7-1-17-大卫为何称自己为义.md,data/raw/分享/20260722_大卫为何称自己为义.txt,ok,data/raw/分享/20260722_大卫为何称自己为义.txt
data/processed/整理后的分享文章/2026-07-23-obey-christ-commands.md,data/raw/分享/20260723_我们真能遵行基督的命令吗_Ronnie_中文.txt,ok,data/raw/分享/20260723_我们真能遵行基督的命令吗_Ronnie_中文.txt
data/processed/整理后的分享文章/2026-07-23-马太福音-11-28-30-工作与安息的七个圣经真理.md,data/raw/分享/20260723_工作与安息的七个圣经真理_Ronnie_中文.txt,ok,data/raw/分享/20260723_工作与安息的七个圣经真理_Ronnie_中文.txt
data/processed/整理后的讲道文章/2021-01-09-彼得前书-1-3-4｜福音的恢复.md,data/raw/教会讲道/20210109_彼得前书1章3-4节_福音的恢复_Patrick_中文.txt,missing,data/raw/教会讲道/20210109_彼得前书1章3-4节_福音的恢复_Patrick_中文.txt
data/processed/整理后的讲道文章/2024-06-16-雅各书-1-1-8｜信心的试炼.md,中文原稿/20240616_雅各书1章1-8节_信心的试炼_Patrick_中文.txt,missing,中文原稿/20240616_雅各书1章1-8节_信心的试炼_Patrick_中文.txt
data/processed/整理后的讲道文章/2024-06-30-雅各书-1-9-18｜诱惑.md,data/raw/教会讲道/20240630雅各书1：9-18诱惑_Patrick/20240630-Patrick(雅各书1：9-18诱惑).docx,missing,data/raw/教会讲道/20240630雅各书1：9-18诱惑_Patrick/20240630-Patrick(雅各书1：9-18诱惑).docx
data/processed/整理后的讲道文章/2024-07-07-雅各书-2-1-13｜经文讲解.md,data/raw/教会讲道/20240707雅各书 2：1-13_Grayson/20240707-Grayson(雅各书 2：1-13).docx,missing,data/raw/教会讲道/20240707雅各书 2：1-13_Grayson/20240707-Grayson(雅各书 2：1-13).docx
data/processed/整理后的讲道文章/2024-07-14-雅各书-1-19-27｜经文讲解.md,data/raw/教会讲道/20240714雅各书 1：19-27_Patrick/20240714-Payrick(雅各书 1：19-27).docx,missing,data/raw/教会讲道/20240714雅各书 1：19-27_Patrick/20240714-Payrick(雅各书 1：19-27).docx
data/processed/整理后的讲道文章/2024-07-21-雅各书-2-14-26｜行为之信.md,data/raw/教会讲道/20240721雅各书 2：14-26 行为之信_Patrick/20240721-Patrick(雅各书 2：14-26 行为之信).docx,missing,data/raw/教会讲道/20240721雅各书 2：14-26 行为之信_Patrick/20240721-Patrick(雅各书 2：14-26 行为之信).docx
data/processed/整理后的讲道文章/2024-07-28-雅各书-3-1-12｜话语.md,data/raw/教会讲道/20240728雅各书 3：1-12 话语_Patrick/20240728雅各书 3：1-12 话语P中文.docx,missing,data/raw/教会讲道/20240728雅各书 3：1-12 话语_Patrick/20240728雅各书 3：1-12 话语P中文.docx
data/processed/整理后的讲道文章/2024-08-11-雅各书-3-13-18｜智慧.md,data/raw/教会讲道/20240811雅各书 3：13-18 智慧_Patrick/20240811雅各书 3：13-18 智慧P中文.docx,missing,data/raw/教会讲道/20240811雅各书 3：13-18 智慧_Patrick/20240811雅各书 3：13-18 智慧P中文.docx
data/processed/整理后的讲道文章/2024-08-18-雅各书-4-1-10｜内心的战争.md,data/raw/教会讲道/20240818雅各书4：1-10 内心的战争_Patrick/20240818-Patrick中文雅各书4：1-10 内心的战争.docx,missing,data/raw/教会讲道/20240818雅各书4：1-10 内心的战争_Patrick/20240818-Patrick中文雅各书4：1-10 内心的战争.docx
data/processed/整理后的讲道文章/2024-08-25-雅各书-5-7-13｜忍耐.md,data/raw/教会讲道/20240825雅各书 5：7-13 忍耐_Patrick/20240825-Patrick中文雅各书 5：7-13 忍耐.docx,missing,data/raw/教会讲道/20240825雅各书 5：7-13 忍耐_Patrick/20240825-Patrick中文雅各书 5：7-13 忍耐.docx
data/processed/整理后的讲道文章/2024-09-01-雅各书-5-13-20｜祷告.md,data/raw/教会讲道/20240901雅各书5：13-20 祷告_Patrick/20240901-Patrick中文雅各书5：13-20 祷告.txt,missing,data/raw/教会讲道/20240901雅各书5：13-20 祷告_Patrick/20240901-Patrick中文雅各书5：13-20 祷告.txt
data/processed/整理后的讲道文章/2024-09-08-马太福音-16-13-18｜在耶稣里的身份.md,data/raw/教会讲道/20240908马太福音16：13-18 在耶稣里的身份_Patrick/20240908_马太福音16：13-18 在耶稣里的身份_P.txt,missing,data/raw/教会讲道/20240908马太福音16：13-18 在耶稣里的身份_Patrick/20240908_马太福音16：13-18 在耶稣里的身份_P.txt
data/processed/整理后的讲道文章/2024-09-15-约翰福音-3-16｜在耶稣里的价值.md,data/raw/教会讲道/20240915约翰福音 3：16 在耶稣里的价值_Patrick/20240915_中文约翰福音 3：16 在耶稣里的价值_P.txt,missing,data/raw/教会讲道/20240915约翰福音 3：16 在耶稣里的价值_Patrick/20240915_中文约翰福音 3：16 在耶稣里的价值_P.txt
data/processed/整理后的讲道文章/2024-10-13-使徒行传-1-1-8｜被圣灵感动.md,data/raw/教会讲道/20241013使徒行传 1：1-8 被圣灵感动_Patrick/20241013使徒行传 1：1-8 被圣灵感动_P.txt,missing,data/raw/教会讲道/20241013使徒行传 1：1-8 被圣灵感动_Patrick/20241013使徒行传 1：1-8 被圣灵感动_P.txt
data/processed/整理后的讲道文章/2024-10-20-使徒行传-2-1-13｜圣灵的浇灌.md,data/raw/教会讲道/20241020使徒行传 2：1-13 圣灵的浇灌_Patrick/20241020使徒行传 2：1-13 圣灵的浇灌_P.txt,missing,data/raw/教会讲道/20241020使徒行传 2：1-13 圣灵的浇灌_Patrick/20241020使徒行传 2：1-13 圣灵的浇灌_P.txt
data/processed/整理后的讲道文章/2024-10-27-使徒行传-2-40-47｜圣灵的团契.md,data/raw/教会讲道/20241027使徒行传 2：40-47 圣灵的团契_Patrick/20241027使徒行传 2：40-47 圣灵的团契.txt,missing,data/raw/教会讲道/20241027使徒行传 2：40-47 圣灵的团契_Patrick/20241027使徒行传 2：40-47 圣灵的团契.txt
data/processed/整理后的讲道文章/2024-11-03-使徒行传-3-1-26｜被圣灵恢复.md,data/raw/教会讲道/20241103使徒行传 3：1-26 被圣灵恢复_Patrick/20241103使徒行传 3：1-26 被圣灵恢复.txt,missing,data/raw/教会讲道/20241103使徒行传 3：1-26 被圣灵恢复_Patrick/20241103使徒行传 3：1-26 被圣灵恢复.txt
data/processed/整理后的讲道文章/2024-11-10-使徒行传-4-1-31｜圣灵中的勇敢.md,data/raw/教会讲道/20241110使徒行传 4：1-31 圣灵中的勇敢_Patrick/20241110使徒行传 4：1-31 圣灵中的勇敢.txt,missing,data/raw/教会讲道/20241110使徒行传 4：1-31 圣灵中的勇敢_Patrick/20241110使徒行传 4：1-31 圣灵中的勇敢.txt
data/processed/整理后的讲道文章/2024-11-17-使徒行传-4-32-37｜经文讲解.md,data/raw/教会讲道/20241117中文使徒行传 4：32-37_Grayson/20241117-Grayson中文使徒行传 4：32-37.txt,missing,data/raw/教会讲道/20241117中文使徒行传 4：32-37_Grayson/20241117-Grayson中文使徒行传 4：32-37.txt
data/processed/整理后的讲道文章/2024-11-24-提多书-1-4-9｜长老职分.md,data/raw/教会讲道/20241124提多书 1：4-9 长老职分_Patrick/20241124提多书 1：4-9 长老职分.txt,missing,data/raw/教会讲道/20241124提多书 1：4-9 长老职分_Patrick/20241124提多书 1：4-9 长老职分.txt
data/processed/整理后的讲道文章/2024-12-01-约翰福音-1-1-5｜耶稣是道.md,data/raw/教会讲道/20241201约翰福音1：1-5  耶稣是道_Patrick/20241201约翰福音1：1-5  耶稣是道.docx,missing,data/raw/教会讲道/20241201约翰福音1：1-5  耶稣是道_Patrick/20241201约翰福音1：1-5  耶稣是道.docx
data/processed/整理后的讲道文章/2024-12-08-约翰福音-1-4-13｜耶稣是光.md,data/raw/教会讲道/20241208约翰福音1：4-13 耶稣是光_Patrick/20241208约翰福音1：4-13 耶稣是光.txt,missing,data/raw/教会讲道/20241208约翰福音1：4-13 耶稣是光_Patrick/20241208约翰福音1：4-13 耶稣是光.txt
data/processed/整理后的讲道文章/2024-12-15-约翰福音-1-14-18｜耶稣的荣耀.md,data/raw/教会讲道/20241215约翰福音1：14-18 耶稣的荣耀_Patrick/20241215约翰福音1：14-18 耶稣的荣耀.txt,missing,data/raw/教会讲道/20241215约翰福音1：14-18 耶稣的荣耀_Patrick/20241215约翰福音1：14-18 耶稣的荣耀.txt
data/processed/整理后的讲道文章/2024-12-22-马太福音-1-18-25｜耶稣-救主.md,data/raw/教会讲道/20241222马太福音 1：18-25 耶稣——救主_Patrick/20241222马太福音 1：18-25 耶稣——救主.txt,missing,data/raw/教会讲道/20241222马太福音 1：18-25 耶稣——救主_Patrick/20241222马太福音 1：18-25 耶稣——救主.txt
data/processed/整理后的讲道文章/2025-01-05-使徒行传-5-12-42｜借着圣灵传讲神的话.md,data/raw/教会讲道/20250105使徒行传5：12-42借着圣灵传讲神的话_Patrick/20250105使徒行传5：12-42借着圣灵传讲神的话.txt,missing,data/raw/教会讲道/20250105使徒行传5：12-42借着圣灵传讲神的话_Patrick/20250105使徒行传5：12-42借着圣灵传讲神的话.txt
data/processed/整理后的讲道文章/2025-01-12-使徒行传-6-1-7｜圣灵带来的合一.md,data/raw/教会讲道/20250112使徒行传6：1-7  圣灵带来的合一_Patrick/20250112使徒行传6：1-7  圣灵带来的合一.txt,missing,data/raw/教会讲道/20250112使徒行传6：1-7  圣灵带来的合一_Patrick/20250112使徒行传6：1-7  圣灵带来的合一.txt
data/processed/整理后的讲道文章/2025-01-19-使徒行传-6-7｜抗拒圣灵.md,data/raw/教会讲道/20250119使徒行传6-7章：抗拒圣灵_Patrick/20250119使徒行传第6-7章：抗拒圣灵.txt,missing,data/raw/教会讲道/20250119使徒行传6-7章：抗拒圣灵_Patrick/20250119使徒行传第6-7章：抗拒圣灵.txt
data/processed/整理后的讲道文章/2025-01-26-约书亚记-1-5｜kaz的见证.md,data/raw/教会讲道/20250126Kaz的见证/20250126Kaz的见证.txt,missing,data/raw/教会讲道/20250126Kaz的见证/20250126Kaz的见证.txt
data/processed/整理后的讲道文章/2025-02-02-使徒行传-8-25-40｜圣灵引导的事工.md,data/raw/教会讲道/20250202使徒行传 8：25-40 圣灵引导的事工_Patrick/20250202使徒行传 8：25-40 圣灵引导的事工.txt,missing,data/raw/教会讲道/20250202使徒行传 8：25-40 圣灵引导的事工_Patrick/20250202使徒行传 8：25-40 圣灵引导的事工.txt
data/processed/整理后的讲道文章/2025-02-09-使徒行传-9-1-11-17-19｜圣灵的改变.md,data/raw/教会讲道/20250209使徒行传 9：1-11;17-19 圣灵的改变_Patrick/20250209使徒行传 9：1-11;17-19 圣灵的改变.txt,missing,data/raw/教会讲道/20250209使徒行传 9：1-11;17-19 圣灵的改变_Patrick/20250209使徒行传 9：1-11;17-19 圣灵的改变.txt
data/processed/整理后的讲道文章/2025-02-16-使徒行传-10-25-44｜圣灵的纳入.md,data/raw/教会讲道/20250216使徒行传 10：25-44 圣灵的纳入_Patrick/20250216使徒行传 10：25-44 圣灵的纳入.txt,missing,data/raw/教会讲道/20250216使徒行传 10：25-44 圣灵的纳入_Patrick/20250216使徒行传 10：25-44 圣灵的纳入.txt
data/processed/整理后的讲道文章/2025-02-23-提多书-2-11-15｜转变生命的恩典.md,data/raw/教会讲道/20250223提多书 2：11-15  转变生命的恩典_Patrick/20250223提多书 2：11-15  转变生命的恩典.txt,missing,data/raw/教会讲道/20250223提多书 2：11-15  转变生命的恩典_Patrick/20250223提多书 2：11-15  转变生命的恩典.txt
data/processed/整理后的讲道文章/2025-03-02-使徒行传-11-19-30｜圣灵的鼓励.md,data/raw/教会讲道/20250302使徒行传 11：19-30 圣灵的鼓励_Patrick/20250302使徒行传 11：19-30 圣灵的鼓励.docx,missing,data/raw/教会讲道/20250302使徒行传 11：19-30 圣灵的鼓励_Patrick/20250302使徒行传 11：19-30 圣灵的鼓励.docx
data/processed/整理后的讲道文章/2025-03-09-使徒行传-12-1-19｜凭圣灵祷告.md,data/raw/教会讲道/20250309使徒行传 12：1-19 　凭圣灵祷告_Patrick/20250309使徒行传 12：1-19 　凭圣灵祷告.txt,missing,data/raw/教会讲道/20250309使徒行传 12：1-19 　凭圣灵祷告_Patrick/20250309使徒行传 12：1-19 　凭圣灵祷告.txt
